"Index_Product","sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
"3022","3412751","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3023","3413166","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3024","3413364","1.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3025","3413535","11.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3026","3413652","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3027","3414096","133.0","NULL","0.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","2.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3028","3414343","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3029","3415127","26.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.85","0.82","0.0","No","No","No","Yes","No","No"
"3030","3416327","30.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3031","3417367","86.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"3032","3417476","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3033","3417823","29.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3034","3417865","1.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3035","3418060","14.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.0","0.0","0.0","No","No","No","Yes","No","No"
"3036","3418176","30.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3037","3418317","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3038","3418369","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"3039","3418436","52.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3040","3418450","254.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.95","0.77","0.0","No","No","No","Yes","No","No"
"3041","3418546","14.0","NULL","0.0","0.0","0.0","0.0","0.0","2.0","3.0","3.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3042","3418646","17.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.79","0.87","0.0","No","No","No","Yes","No","No"
"3043","3418733","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3044","3418813","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3045","3419200","17.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.76","0.86","0.0","No","No","No","Yes","No","No"
"3046","3419275","396.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","2.0","6.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"3047","3419390","811.0","NULL","208.0","0.0","0.0","0.0","502.0","1854.0","3769.0","5752.0","674.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"3048","3419639","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.93","0.87","0.0","No","No","No","Yes","No","No"
"3049","3420278","14.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"3050","3420672","659.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3051","3420684","29.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.81","0.58","0.0","No","No","No","Yes","No","No"
"3052","3420833","14.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.22","0.21","0.0","Yes","No","No","Yes","No","No"
"3053","3420932","266.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3054","3421081","9.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","1.0","0.92","0.0","No","No","No","Yes","No","No"
"3055","3421605","123.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3056","3421689","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3057","3422027","4834.0","2.0","0.0","0.0","0.0","0.0","5.0","20.0","482.0","624.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3058","3422077","77.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","No","No","No"
"3059","3422572","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3060","3422775","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"3061","3424968","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.93","0.89","0.0","No","No","No","Yes","No","No"
"3062","3425373","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3063","3425443","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3064","3425984","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3065","3426256","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3066","3426822","13.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.91","0.95","0.0","No","No","No","Yes","No","No"
"3067","3427060","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3068","3427369","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3069","3427466","51.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3070","3428493","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3071","3428620","140.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3072","3429393","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3073","3430386","4.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"3074","3430597","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3075","3430741","6.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3076","3430888","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"3077","3431014","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3078","3431248","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3079","3431595","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3080","3431643","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3081","3431791","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.84","0.82","0.0","No","No","No","Yes","No","No"
"3082","3432333","53.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3083","3432489","2412.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3084","3432833","189.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3085","3433011","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3086","3435572","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3087","3435724","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"3088","3436031","120.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.48","0.52","0.0","Yes","No","No","No","No","No"
"3089","3436726","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"3090","3437231","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.95","0.96","0.0","No","No","No","Yes","No","No"
"3091","3437324","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3092","3437941","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3093","3438067","183.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","No","No","No"
"3094","3438707","267.0","NULL","0.0","0.0","0.0","0.0","0.0","4.0","6.0","7.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3095","3438865","1.0","NULL","0.0","0.0","0.0","0.0","3.0","37.0","84.0","145.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3096","3438874","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"3097","3439119","15.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","No","0.0","0.7","0.73","0.0","No","No","No","Yes","No","No"
"3098","3439439","96.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3099","3439536","12.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3100","3439703","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3101","3439772","424.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.93","0.89","0.0","No","No","No","Yes","No","No"
"3102","3440800","15.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3103","3440876","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3104","3440937","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3105","3441725","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3106","3441963","10.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3107","3442155","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3108","3442413","1199.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.84","0.92","0.0","No","No","No","Yes","No","No"
"3109","3442611","28.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.85","0.82","0.0","No","No","No","Yes","No","No"
"3110","3443508","222.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3111","3443665","7.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3112","3443757","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3113","3444049","29.0","NULL","0.0","0.0","0.0","0.0","0.0","1.0","1.0","3.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3114","3444250","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3115","3444474","69.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3116","3444972","10.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"3117","3445787","17.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3118","3446651","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.44","0.48","0.0","Yes","No","No","Yes","No","No"
"3119","3446707","6.0","NULL","0.0","0.0","0.0","0.0","0.0","2.0","3.0","5.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3120","3446882","9.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3121","3447127","97.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3122","3447565","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.42","0.32","0.0","No","No","No","Yes","No","No"
"3123","3447598","77113.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3124","3447887","47.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3125","3448059","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3126","3448093","95.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3127","3448295","19.0","NULL","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"3128","3448479","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3129","3448554","5000.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.94","0.87","0.0","Yes","No","No","No","No","No"
"3130","3448808","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3131","3449370","37430.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3132","3450537","27.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3133","3450739","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"3134","3451011","48.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3135","3451327","56820.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.95","0.67","0.0","No","No","No","Yes","No","No"
"3136","3451381","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3137","3451921","3.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"3138","3452051","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3139","3452136","52.0","NULL","0.0","0.0","0.0","0.0","0.0","2.0","3.0","14.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3140","3452231","1104.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3141","3452285","13.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3142","3452422","64.0","NULL","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3143","3453559","24.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3144","3453769","11.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.32","0.63","0.0","No","No","No","Yes","No","No"
"3145","3454873","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3146","3455163","30.0","NULL","0.0","0.0","0.0","0.0","1.0","3.0","6.0","10.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3147","3455617","35.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3148","3455873","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3149","3456084","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3150","3456301","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3151","3456398","3.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.82","0.84","0.0","Yes","No","No","Yes","No","No"
"3152","3456547","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"3153","3456775","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3154","3457229","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3155","3457816","4.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3156","3458149","8.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3157","3458193","5.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.84","0.86","0.0","No","No","No","Yes","No","No"
"3158","3458872","3322.0","NULL","0.0","0.0","0.0","440.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3159","3460442","234.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3160","3460844","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3161","3461240","3.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"3162","3461431","6.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.79","0.66","0.0","No","No","No","Yes","No","No"
"3163","3461691","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.78","0.75","0.0","No","No","No","Yes","No","No"
"3164","3462634","3384.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3165","3462838","66.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3166","3462881","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3167","3463758","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3168","3463946","22.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3169","3464351","6.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"3170","3464418","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3171","3464835","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"3172","3464879","14.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","11.0","0.0","No","0.0","0.91","0.95","0.0","No","No","No","Yes","No","No"
"3173","3465485","357.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3174","3465766","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"3175","3466427","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"3176","3466464","120.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","No","No","No"
"3177","3466610","-78.0","NULL","0.0","0.0","0.0","0.0","9.0","40.0","128.0","296.0","27.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"3178","3466864","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"3179","3467260","1722.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.94","0.83","0.0","No","No","Yes","Yes","No","No"
